"Date","Price","Open","High","Low","Vol.","Change %"
"10/27/2025","143.29","146.93","147.44","138.10","9.72M","0.87%"
"10/24/2025","142.05","132.96","144.03","131.02","15.68M","9.39%"
"10/23/2025","129.86","124.98","130.01","124.31","6.90M","4.06%"
"10/22/2025","124.79","128.57","131.00","122.50","8.81M","-3.90%"
"10/21/2025","129.85","130.45","133.00","125.65","9.60M","-0.73%"
"10/20/2025","130.81","129.79","135.73","128.25","9.34M","3.42%"
"10/17/2025","126.49","125.25","127.76","123.09","7.84M","-1.53%"
"10/16/2025","128.46","135.92","136.87","127.88","7.39M","-4.48%"
"10/15/2025","134.48","137.32","141.10","132.58","9.02M","0.01%"
"10/14/2025","134.46","133.25","138.62","129.33","7.65M","-2.19%"
"10/13/2025","137.47","138.06","141.38","135.11","10.35M","3.41%"
"10/10/2025","132.94","150.89","159.47","132.60","22.40M","-11.66%"
"10/09/2025","150.48","150.80","153.88","145.80","10.24M","0.01%"
"10/08/2025","150.46","150.30","152.16","143.55","11.71M","1.17%"
"10/07/2025","148.72","152.00","157.56","144.18","12.33M","0.14%"
"10/06/2025","148.51","154.01","154.17","145.56","10.81M","1.87%"
"10/03/2025","145.78","148.40","156.47","144.14","19.33M","-2.63%"
"10/02/2025","149.72","133.45","152.05","132.75","19.22M","16.04%"
"10/01/2025","129.03","133.62","137.27","127.60","9.07M","-2.68%"
"09/30/2025","132.58","136.20","137.99","132.37","7.97M","-0.81%"
"09/29/2025","133.66","129.50","137.80","128.50","10.47M","5.25%"
"09/26/2025","126.99","125.42","128.49","122.83","5.47M","1.87%"
"09/25/2025","124.66","128.99","130.26","124.30","7.73M","-5.26%"
"09/24/2025","131.58","133.73","136.34","130.04","9.16M","0.47%"
"09/23/2025","130.97","138.67","141.60","130.70","8.95M","-4.85%"
"09/22/2025","137.64","139.88","140.71","134.56","9.12M","-4.51%"
"09/19/2025","144.14","145.05","147.70","139.53","16.12M","2.65%"
"09/18/2025","140.42","134.74","143.58","134.07","15.94M","7.16%"
"09/17/2025","131.04","135.00","146.50","128.26","19.41M","-2.80%"
"09/16/2025","134.81","139.60","142.55","133.92","12.72M","0.57%"
"09/15/2025","134.05","129.90","135.78","125.08","12.57M","6.97%"
"09/12/2025","125.32","134.85","134.90","124.50","15.29M","-6.27%"
"09/11/2025","133.70","114.22","136.49","113.30","23.64M","17.60%"
"09/10/2025","113.69","119.96","124.98","113.17","9.93M","-3.64%"
"09/09/2025","117.99","113.63","120.75","112.62","9.10M","4.92%"
"09/08/2025","112.46","114.00","117.78","110.05","8.41M","-1.83%"
"09/05/2025","114.56","117.78","118.80","108.02","11.54M","-2.49%"
"09/04/2025","117.49","117.64","120.32","115.08","6.39M","-0.82%"
"09/03/2025","118.46","122.09","122.27","116.60","9.47M","-1.40%"
"09/02/2025","120.14","128.56","131.69","119.60","10.27M","-8.97%"
"08/29/2025","131.98","131.07","135.97","129.00","8.14M","0.79%"
"08/28/2025","130.94","129.00","132.78","127.66","5.59M","2.78%"
"08/27/2025","127.40","129.05","130.26","126.01","5.57M","-1.28%"
"08/26/2025","129.05","125.60","130.25","124.16","6.92M","3.04%"
"08/25/2025","125.24","134.36","135.32","124.70","10.42M","-7.26%"
"08/22/2025","135.04","132.99","144.70","131.05","13.31M","2.46%"
"08/21/2025","131.80","135.00","136.99","131.59","4.99M","-4.36%"
"08/20/2025","137.81","136.94","139.50","129.10","9.94M","1.91%"
"08/19/2025","135.23","143.98","144.65","133.11","9.69M","-4.49%"
"08/18/2025","141.58","148.70","149.45","141.35","8.68M","-5.15%"
"08/15/2025","149.26","141.15","151.47","139.25","23.29M","7.20%"
"08/14/2025","139.23","152.00","156.80","136.40","17.91M","-9.10%"
"08/13/2025","153.16","156.64","164.64","152.15","17.88M","-6.16%"
"08/12/2025","163.21","186.30","189.92","161.51","33.49M","1.27%"
"08/11/2025","161.17","161.01","169.80","155.53","11.89M","1.35%"
"08/08/2025","159.03","155.01","163.22","154.12","8.92M","3.99%"
"08/07/2025","152.93","167.68","169.92","151.10","10.17M","-5.43%"
"08/06/2025","161.71","150.09","162.44","149.00","8.36M","5.05%"
"08/05/2025","153.93","160.00","164.32","153.91","7.80M","-6.61%"
"08/04/2025","164.82","172.10","172.10","154.50","11.70M","-1.95%"
"08/01/2025","168.10","176.93","181.55","167.30","12.92M","-8.40%"
"07/31/2025","183.52","188.76","189.87","183.00","5.77M","-3.66%"
"07/30/2025","190.50","182.62","193.33","182.10","9.32M","4.88%"
"07/29/2025","181.64","187.88","190.75","180.68","9.53M","-2.01%"
"07/28/2025","185.36","196.98","197.90","183.91","9.52M","-3.89%"
"07/25/2025","192.86","192.54","195.70","187.50","6.99M","-0.11%"
"07/24/2025","193.08","199.75","201.25","189.23","9.09M","-4.61%"
"07/23/2025","202.41","198.38","202.50","195.08","10.32M","2.07%"
"07/22/2025","198.31","207.55","211.99","192.90","18.49M","-8.23%"
"07/21/2025","216.10","226.40","231.88","213.33","19.03M","-3.43%"
"07/18/2025","223.78","244.90","262.97","222.49","42.88M","-4.81%"
"07/17/2025","235.08","225.59","244.36","220.01","29.22M","0.81%"
"07/16/2025","233.20","203.05","239.70","201.32","44.00M","19.39%"
"07/15/2025","195.33","198.00","203.46","188.10","14.76M","-4.58%"
"07/14/2025","204.70","189.27","204.91","185.54","15.45M","9.27%"
"07/11/2025","187.33","204.18","206.80","182.50","18.23M","-7.67%"
"07/10/2025","202.90","208.84","209.57","199.00","12.34M","1.11%"
"07/09/2025","200.68","209.36","215.60","197.25","17.93M","-2.02%"
"07/08/2025","204.81","199.50","209.50","196.00","22.23M","-1.28%"
"07/07/2025","207.46","193.75","208.60","186.60","31.64M","9.90%"
"07/03/2025","188.77","182.17","192.50","181.39","17.19M","6.07%"
"07/02/2025","177.97","187.21","189.00","176.00","18.55M","-7.56%"
"07/01/2025","192.53","184.67","194.00","171.50","31.25M","6.20%"
"06/30/2025","181.29","181.77","192.50","178.00","34.46M","0.48%"
"06/27/2025","180.43","223.65","223.65","175.60","48.11M","-15.54%"
"06/26/2025","213.63","209.04","226.95","205.68","45.55M","7.56%"
"06/25/2025","198.62","218.54","227.54","198.00","49.28M","-10.79%"
"06/24/2025","222.65","250.42","265.00","217.58","68.22M","-15.49%"
"06/23/2025","263.45","238.46","298.99","232.48","99.13M","9.64%"
"06/20/2025","240.28","231.50","248.88","206.17","92.43M","20.39%"
"06/18/2025","199.59","153.22","200.90","148.00","63.57M","33.82%"
"06/17/2025","149.15","156.36","164.42","143.53","31.23M","-1.26%"
"06/16/2025","151.06","147.54","165.60","145.88","43.78M","13.10%"
"06/13/2025","133.56","108.81","134.72","108.80","34.01M","25.36%"
"06/12/2025","106.54","116.79","117.93","104.26","13.42M","-9.10%"
"06/11/2025","117.20","107.00","120.49","106.50","26.48M","10.66%"
"06/10/2025","105.91","115.00","115.00","101.51","25.52M","-8.10%"
"06/09/2025","115.25","132.72","138.57","108.40","45.52M","7.01%"
"06/06/2025","107.70","96.39","123.51","92.95","60.71M","29.40%"
