date,Continued Jobless Claims,Initial Jobless Claims
1986-02-22,2626000,390000
1986-03-01,2570000,375000
1986-03-08,2603000,366000
1986-03-15,2589000,382000
1986-03-22,2592000,387000
1986-03-29,2614000,396000
1986-04-05,2625000,381000
1986-04-12,2570000,388000
1986-04-19,2613000,383000
1986-04-26,2627000,391000
1986-05-03,2670000,392000
1986-05-10,2670000,395000
1986-05-17,2669000,384000
1986-05-24,2638000,386000
1986-05-31,2708000,373000
1986-06-07,2653000,375000
1986-06-14,2644000,369000
1986-06-21,2637000,367000
1986-06-28,2606000,371000
1986-07-05,2669000,371000
1986-07-12,2552000,361000
1986-07-19,2593000,354000
1986-07-26,2618000,362000
1986-08-02,2583000,416000
1986-08-09,2686000,416000
1986-08-16,2658000,407000
1986-08-23,2687000,397000
1986-08-30,2664000,401000
1986-09-06,2756000,400000
1986-09-13,2671000,394000
1986-09-20,2703000,399000
1986-09-27,2698000,389000
1986-10-04,2780000,391000
1986-10-11,2665000,387000
1986-10-18,2723000,385000
1986-10-25,2707000,370000
1986-11-01,2646000,364000
1986-11-08,2614000,349000
1986-11-15,2653000,368000
1986-11-22,2555000,369000
1986-11-29,2686000,366000
1986-12-06,2634000,363000
1986-12-13,2587000,375000
1986-12-20,2499000,350000
1986-12-27,2565000,345000
1987-01-03,2590000,323000
1987-01-10,2508000,348000
1987-01-17,2443000,341000
1987-01-24,2506000,346000
1987-01-31,2515000,370000
1987-02-07,2496000,368000
1987-02-14,2451000,338000
1987-02-21,2481000,341000
1987-02-28,2460000,348000
1987-03-07,2456000,337000
1987-03-14,2450000,335000
1987-03-21,2401000,335000
1987-03-28,2410000,326000
1987-04-04,2482000,330000
1987-04-11,2366000,338000
1987-04-18,2410000,349000
1987-04-25,2386000,328000
1987-05-02,2302000,330000
1987-05-09,2347000,315000
1987-05-16,2326000,341000
1987-05-23,2275000,343000
1987-05-30,2370000,326000
1987-06-06,2259000,328000
1987-06-13,2278000,316000
1987-06-20,2258000,319000
1987-06-27,2321000,326000
1987-07-04,2173000,326000
1987-07-11,2155000,317000
1987-07-18,2211000,310000
1987-07-25,2247000,324000
1987-08-01,2232000,348000
1987-08-08,2263000,327000
1987-08-15,2194000,319000
1987-08-22,2190000,312000
1987-08-29,2179000,322000
1987-09-05,2125000,316000
1987-09-12,2172000,297000
1987-09-19,2351000,309000
1987-09-26,2139000,317000
1987-10-03,2151000,301000
1987-10-10,2101000,308000
1987-10-17,2074000,301000
1987-10-24,1966000,301000
1987-10-31,1942000,289000
1987-11-07,2054000,297000
1987-11-14,2109000,307000
1987-11-21,2064000,317000
1987-11-28,2102000,306000
1987-12-05,2125000,319000
1987-12-12,2092000,317000
1987-12-19,2105000,323000
1987-12-26,2140000,316000
1988-01-02,2096000,315000
1988-01-09,2231000,325000
1988-01-16,2186000,361000
1988-01-23,2214000,335000
1988-01-30,2213000,342000
1988-02-06,2180000,318000
1988-02-13,2184000,311000
1988-02-20,2091000,327000
1988-02-27,2111000,319000
1988-03-05,2147000,307000
1988-03-12,2112000,304000
1988-03-19,2112000,307000
1988-03-26,2077000,304000
1988-04-02,2086000,309000
1988-04-09,2104000,313000
1988-04-16,2072000,314000
1988-04-23,2067000,312000
1988-04-30,2077000,313000
1988-05-07,2059000,309000
1988-05-14,2068000,314000
1988-05-21,2099000,319000
1988-05-28,2045000,313000
1988-06-04,2040000,310000
1988-06-11,2068000,305000
1988-06-18,2034000,311000
1988-06-25,2030000,307000
1988-07-02,2035000,305000
1988-07-09,2027000,303000
1988-07-16,2073000,315000
1988-07-23,2083000,354000
1988-07-30,2108000,331000
1988-08-06,2101000,316000
1988-08-13,2070000,312000
1988-08-20,2099000,316000
1988-08-27,2082000,315000
1988-09-03,2091000,306000
1988-09-10,2053000,305000
1988-09-17,2106000,306000
1988-09-24,2053000,301000
1988-10-01,2041000,292000
1988-10-08,2017000,292000
1988-10-15,1994000,293000
1988-10-22,2011000,286000
1988-10-29,2015000,294000
1988-11-05,1898000,285000
1988-11-12,2011000,284000
1988-11-19,1981000,294000
1988-11-26,2023000,299000
1988-12-03,2006000,298000
1988-12-10,2013000,285000
1988-12-17,2054000,293000
1988-12-24,2061000,286000
1988-12-31,2092000,304000
1989-01-07,2056000,299000
1989-01-14,2069000,283000
1989-01-21,2048000,282000
1989-01-28,2071000,295000
1989-02-04,2074000,288000
1989-02-11,2103000,322000
1989-02-18,2111000,305000
1989-02-25,2167000,300000
1989-03-04,2110000,325000
1989-03-11,2163000,325000
1989-03-18,2108000,319000
1989-03-25,2145000,319000
1989-04-01,2117000,323000
1989-04-08,2117000,314000
1989-04-15,2092000,307000
1989-04-22,2104000,304000
1989-04-29,2064000,311000
1989-05-06,2089000,320000
1989-05-13,2144000,332000
1989-05-20,2085000,321000
1989-05-27,2056000,325000
1989-06-03,2117000,325000
1989-06-10,2110000,332000
1989-06-17,2113000,337000
1989-06-24,2151000,338000
1989-07-01,2133000,349000
1989-07-08,2207000,341000
1989-07-15,2217000,349000
1989-07-22,2159000,332000
1989-07-29,2181000,337000
1989-08-05,2236000,338000
1989-08-12,2214000,341000
1989-08-19,2195000,327000
1989-08-26,2184000,332000
1989-09-02,2199000,329000
1989-09-09,2207000,336000
1989-09-16,2169000,334000
1989-09-23,2249000,334000
1989-09-30,2220000,347000
1989-10-07,2279000,407000
1989-10-14,2293000,345000
1989-10-21,2295000,347000
1989-10-28,2257000,354000
1989-11-04,2280000,333000
1989-11-11,2271000,336000
1989-11-18,2289000,336000
1989-11-25,2300000,342000
1989-12-02,2271000,344000
1989-12-09,2265000,338000
1989-12-16,2295000,355000
1989-12-23,2292000,381000
1989-12-30,2302000,358000
1990-01-06,2347000,355000
1990-01-13,2349000,369000
1990-01-20,2407000,375000
1990-01-27,2316000,345000
1990-02-03,2364000,368000
1990-02-10,2323000,367000
1990-02-17,2382000,348000
1990-02-24,2347000,350000
1990-03-03,2385000,351000
1990-03-10,2341000,349000
1990-03-17,2384000,349000
1990-03-24,2344000,331000
1990-03-31,2365000,346000
1990-04-07,2323000,367000
1990-04-14,2410000,357000
1990-04-21,2385000,360000
1990-04-28,2403000,363000
1990-05-05,2374000,354000
1990-05-12,2374000,355000
1990-05-19,2381000,353000
1990-05-26,2431000,359000
1990-06-02,2406000,368000
1990-06-09,2438000,359000
1990-06-16,2402000,359000
1990-06-23,2431000,362000
1990-06-30,2442000,364000
1990-07-07,2487000,362000
1990-07-14,2498000,367000
1990-07-21,2441000,370000
1990-07-28,2461000,369000
1990-08-04,2460000,369000
1990-08-11,2500000,381000
1990-08-18,2537000,393000
1990-08-25,2540000,394000
1990-09-01,2579000,392000
1990-09-08,2585000,390000
1990-09-15,2591000,395000
1990-09-22,2578000,389000
1990-09-29,2644000,404000
1990-10-06,2621000,404000
1990-10-13,2753000,422000
1990-10-20,2722000,435000
1990-10-27,2787000,440000
1990-11-03,2813000,430000
1990-11-10,2789000,448000
1990-11-17,2996000,447000
1990-11-24,2955000,462000
1990-12-01,2918000,451000
1990-12-08,3000000,449000
1990-12-15,2984000,447000
1990-12-22,3001000,474000
1990-12-29,2938000,454000
1991-01-05,3062000,415000
1991-01-12,3111000,437000
1991-01-19,3017000,445000
1991-01-26,3162000,462000
1991-02-02,3228000,483000
1991-02-09,3226000,480000
1991-02-16,3293000,474000
1991-02-23,3304000,499000
1991-03-02,3357000,488000
1991-03-09,3384000,499000
1991-03-16,3448000,498000
1991-03-23,3404000,509000
1991-03-30,3502000,499000
1991-04-06,3493000,452000
1991-04-13,3464000,477000
1991-04-20,3502000,478000
1991-04-27,3474000,462000
1991-05-04,3524000,451000
1991-05-11,3492000,446000
1991-05-18,3459000,448000
1991-05-25,3472000,443000
1991-06-01,3522000,432000
1991-06-08,3439000,441000
1991-06-15,3428000,429000
1991-06-22,3389000,423000
1991-06-29,3356000,418000
1991-07-06,3393000,422000
1991-07-13,3255000,420000
1991-07-20,3276000,408000
1991-07-27,3306000,423000
1991-08-03,3307000,438000
1991-08-10,3314000,437000
1991-08-17,3282000,433000
1991-08-24,3277000,425000
1991-08-31,3279000,425000
1991-09-07,3326000,424000
1991-09-14,3275000,418000
1991-09-21,3294000,419000
1991-09-28,3290000,437000
1991-10-05,3388000,424000
1991-10-12,3237000,425000
1991-10-19,3320000,419000
1991-10-26,3299000,423000
1991-11-02,3336000,447000
1991-11-09,3328000,453000
1991-11-16,3315000,439000
1991-11-23,3226000,444000
1991-11-30,3348000,444000
1991-12-07,3388000,475000
1991-12-14,3405000,475000
1991-12-21,3264000,436000
1991-12-28,3340000,441000
1992-01-04,3410000,432000
1992-01-11,3342000,440000
1992-01-18,3297000,443000
1992-01-25,3364000,441000
1992-02-01,3301000,440000
1992-02-08,3320000,445000
1992-02-15,3260000,446000
1992-02-22,3412000,436000
1992-02-29,3280000,444000
1992-03-07,3288000,421000
1992-03-14,3280000,437000
1992-03-21,3344000,440000
1992-03-28,3336000,420000
1992-04-04,3383000,412000
1992-04-11,3288000,413000
1992-04-18,3339000,424000
1992-04-25,3365000,424000
1992-05-02,3397000,431000
1992-05-09,3354000,417000
1992-05-16,3296000,414000
1992-05-23,3285000,414000
1992-05-30,3392000,411000
1992-06-06,3265000,416000
1992-06-13,3270000,420000
1992-06-20,3284000,419000
1992-06-27,3340000,420000
1992-07-04,3212000,407000
1992-07-11,3103000,408000
1992-07-18,3238000,392000
1992-07-25,3318000,564000
1992-08-01,3467000,423000
1992-08-08,3211000,406000
1992-08-15,3210000,401000
1992-08-22,3188000,398000
1992-08-29,3175000,408000
1992-09-05,3167000,416000
1992-09-12,3261000,416000
1992-09-19,3195000,427000
1992-09-26,3194000,409000
1992-10-03,3121000,398000
1992-10-10,3072000,374000
1992-10-17,3083000,385000
1992-10-24,3063000,367000
1992-10-31,2973000,365000
1992-11-07,3017000,374000
1992-11-14,2962000,377000
1992-11-21,2906000,357000
1992-11-28,2911000,341000
1992-12-05,2918000,350000
1992-12-12,2807000,359000
1992-12-19,2770000,334000
1992-12-26,2800000,313000
1993-01-02,2729000,341000
1993-01-09,2697000,354000
1993-01-16,2749000,352000
1993-01-23,2727000,341000
1993-01-30,2663000,340000
1993-02-06,2645000,319000
1993-02-13,2628000,321000
1993-02-20,2646000,351000
1993-02-27,2645000,362000
1993-03-06,2683000,354000
1993-03-13,2618000,346000
1993-03-20,2724000,338000
1993-03-27,2725000,366000
1993-04-03,2729000,365000
1993-04-10,2781000,353000
1993-04-17,2800000,351000
1993-04-24,2792000,350000
1993-05-01,2747000,343000
1993-05-08,2820000,339000
1993-05-15,2772000,345000
1993-05-22,2816000,342000
1993-05-29,2737000,349000
1993-06-05,2808000,343000
1993-06-12,2836000,343000
1993-06-19,2857000,345000
1993-06-26,2747000,340000
1993-07-03,2724000,334000
1993-07-10,2778000,314000
1993-07-17,2766000,335000
1993-07-24,2803000,415000
1993-07-31,2843000,356000
